customer_id,gender,senior_citizen,partner,dependents,tenure,contract,internet_service,phone_service,multiple_lines,online_security,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,monthly_charges,total_charges,churn
C104061,Male,0,1,0,21,One year,DSL,1,1,0,1,0,1,1,1,Mailed check,65.33,1356.9,0
C104062,Female,0,1,0,8,One year,DSL,0,0,0,0,0,0,0,1,Electronic check,39.48,318.15,0
C104063,Male,0,1,0,20,One year,DSL,1,0,1,1,0,1,1,1,Electronic check,76.24,1530.05,0
C104064,Female,0,0,0,9,Month-to-month,Fiber optic,1,1,0,1,1,1,0,1,Credit card (automatic),82.29,705.49,1
C104065,Male,0,0,0,11,Month-to-month,Fiber optic,1,0,0,0,0,0,1,0,Credit card (automatic),70.6,750.91,0
C104066,Female,0,0,0,35,Month-to-month,Fiber optic,1,0,0,0,0,0,1,1,Electronic check,72.41,2489.74,0
C104067,Male,0,1,0,8,Two year,Fiber optic,1,1,1,0,1,1,1,0,Credit card (automatic),85.41,719.56,0
C104068,Male,1,0,0,8,Month-to-month,Fiber optic,1,1,0,1,0,0,0,0,Bank transfer (automatic),72.58,591.47,1
C104069,Female,0,1,0,23,One year,DSL,1,1,0,0,0,0,0,1,Credit card (automatic),56.05,1287.3,0
C104070,Female,0,1,0,43,One year,DSL,1,0,1,0,0,1,0,0,Credit card (automatic),59.35,2518.48,0
C104071,Male,0,0,1,7,Month-to-month,None,1,0,0,0,0,0,0,0,Bank transfer (automatic),36.2,282.93,1
C104072,Female,0,0,0,14,Month-to-month,DSL,1,0,1,1,0,1,0,1,Mailed check,67.13,906.95,0
C104073,Female,0,0,0,24,Month-to-month,DSL,1,0,1,1,0,1,0,1,Electronic check,55.34,1292.6,0
C104074,Female,0,1,0,8,One year,DSL,1,0,1,0,1,1,0,0,Mailed check,63.44,543.49,1
C104075,Female,0,1,1,12,Two year,None,0,0,0,0,0,0,0,1,Electronic check,16.53,177.78,0
C104076,Male,0,0,0,10,Month-to-month,DSL,1,1,1,1,1,0,1,0,Bank transfer (automatic),70.72,720.1,1
C104077,Male,0,1,0,14,Two year,Fiber optic,1,1,0,1,1,0,0,1,Electronic check,85.68,1172.6,0
C104078,Female,0,0,0,51,Month-to-month,DSL,1,1,1,0,1,1,0,0,Credit card (automatic),74.12,3767.75,1
C104079,Female,0,0,0,7,Month-to-month,DSL,1,0,1,1,0,0,0,1,Credit card (automatic),57.1,397.09,1
C104080,Female,0,1,1,32,Two year,Fiber optic,1,0,0,0,1,1,1,1,Electronic check,80.65,2632.16,0
C104081,Female,0,1,0,20,Two year,Fiber optic,1,1,1,0,1,0,1,0,Bank transfer (automatic),84.41,1706.54,1
C104082,Male,0,0,0,15,Month-to-month,Fiber optic,1,0,1,0,0,0,0,1,Credit card (automatic),67.08,1030.23,0
C104083,Female,0,1,0,52,One year,DSL,0,0,0,1,1,1,0,0,Mailed check,51.51,2702.59,1
C104084,Male,0,1,1,30,Two year,None,1,0,0,0,0,0,0,1,Credit card (automatic),32.53,1026.43,0
C104085,Male,1,1,0,15,One year,Fiber optic,1,1,0,0,1,0,1,0,Mailed check,70.68,1141.31,0
C104086,Male,0,1,1,3,One year,None,1,1,0,0,0,0,0,1,Electronic check,37.59,139.55,0
C104087,Male,0,0,0,7,Month-to-month,DSL,1,0,1,1,0,1,1,1,Mailed check,65.37,411.8,0
C104088,Female,0,0,0,23,Month-to-month,Fiber optic,1,0,0,1,0,1,0,1,Mailed check,78.56,1821.11,0
C104089,Female,0,1,0,15,One year,DSL,1,1,1,1,1,0,0,1,Electronic check,73.33,1165.43,0
C104090,Female,0,1,1,34,Month-to-month,Fiber optic,1,1,1,0,1,1,1,0,Bank transfer (automatic),87.79,2921.2,1
C104091,Male,0,0,1,64,Month-to-month,Fiber optic,1,0,1,1,1,1,0,0,Bank transfer (automatic),81.35,5289.16,1
C104092,Male,0,0,0,12,Month-to-month,Fiber optic,1,1,0,1,0,1,0,1,Electronic check,85.87,1065.87,1
C104093,Female,0,0,0,35,Month-to-month,DSL,1,1,0,0,1,0,0,1,Mailed check,57.43,2025.97,1
C104094,Female,0,1,0,1,Month-to-month,DSL,1,1,0,0,1,0,0,1,Electronic check,55.09,40.68,0
C104095,Female,0,0,0,8,Month-to-month,DSL,1,0,0,0,1,0,0,0,Mailed check,50.38,376.49,1
C104096,Male,0,0,1,31,Month-to-month,None,1,0,0,0,0,0,0,1,Mailed check,42.08,1355.38,0
C104097,Male,0,0,0,2,Month-to-month,DSL,1,1,0,0,0,1,1,1,Electronic check,66.52,68.1,1
C104098,Male,0,1,0,9,Two year,DSL,1,1,1,0,0,1,0,1,Credit card (automatic),69.53,735.85,0
C104099,Male,1,1,0,15,One year,Fiber optic,1,0,1,1,1,0,1,1,Credit card (automatic),88.25,1369.61,1
C104100,Female,0,0,0,72,Month-to-month,DSL,1,0,0,1,0,0,0,0,Mailed check,61.82,4478.12,0
C104101,Male,0,0,1,39,Month-to-month,None,1,0,0,0,0,0,0,0,Bank transfer (automatic),39.66,1565.97,0
C104102,Male,0,0,0,11,Month-to-month,DSL,1,1,0,0,1,1,0,0,Credit card (automatic),56.59,588.36,0
C104103,Female,0,1,1,12,One year,None,1,0,0,0,0,0,0,1,Electronic check,37.26,457.53,0
C104104,Male,1,1,0,1,One year,Fiber optic,1,0,0,0,0,1,1,1,Electronic check,79.7,6.91,1
C104105,Female,0,1,0,2,One year,Fiber optic,1,1,0,1,0,0,0,1,Electronic check,68.86,84.91,1
C104106,Male,0,1,0,69,One year,Fiber optic,1,0,1,0,1,1,1,0,Mailed check,92.89,6330.31,0
C104107,Male,0,0,0,4,Month-to-month,Fiber optic,1,1,0,1,0,1,0,1,Electronic check,76.49,309.89,1
C104108,Male,1,0,0,25,Month-to-month,Fiber optic,1,0,0,0,0,1,1,0,Mailed check,85.47,2114.66,0
C104109,Male,0,0,0,2,Month-to-month,DSL,1,0,0,1,0,0,1,0,Mailed check,59.09,108.56,1
C104110,Female,0,1,1,4,Month-to-month,None,0,0,0,0,0,0,0,1,Electronic check,25.38,112.36,0
C104111,Male,0,0,0,4,Month-to-month,Fiber optic,1,0,0,0,1,0,0,1,Electronic check,72.71,353.15,1
C104112,Male,0,1,0,4,One year,Fiber optic,1,0,1,1,1,0,1,1,Electronic check,78.96,240.16,0
C104113,Male,0,0,0,4,Month-to-month,Fiber optic,1,0,0,0,1,0,0,0,Mailed check,61.95,319.02,1
C104114,Male,0,1,0,10,One year,Fiber optic,1,0,0,0,1,1,0,1,Electronic check,76.84,773.83,0
C104115,Female,0,0,0,42,Month-to-month,Fiber optic,1,0,0,1,0,0,0,1,Electronic check,66.57,2772.61,1
C104116,Male,0,0,0,6,Month-to-month,Fiber optic,1,1,1,0,0,1,0,1,Electronic check,85.31,524.78,0
C104117,Male,1,1,0,7,One year,DSL,1,1,1,1,0,1,1,1,Bank transfer (automatic),76.83,557.99,0
C104118,Female,0,0,0,4,Month-to-month,Fiber optic,1,0,0,1,1,0,0,1,Electronic check,68.66,332.85,0
C104119,Female,0,0,0,18,Month-to-month,DSL,1,0,0,1,1,0,1,0,Bank transfer (automatic),66.73,1192.21,0
C104120,Male,1,0,1,22,Month-to-month,None,1,0,0,0,0,0,0,0,Credit card (automatic),19.63,367.47,1
C104121,Male,0,1,0,37,One year,DSL,1,1,1,0,0,1,1,1,Mailed check,67.36,2423.72,0
C104122,Male,1,0,1,35,Month-to-month,None,1,0,0,0,0,0,0,1,Electronic check,24.82,904.18,0
C104123,Female,0,1,0,41,Two year,Fiber optic,0,0,0,1,0,0,1,0,Bank transfer (automatic),54.02,2240.2,0
C104124,Male,1,1,1,1,Two year,Fiber optic,1,0,0,0,0,0,0,1,Electronic check,66.81,157.21,1
C104125,Female,0,1,1,32,Two year,None,1,1,0,0,0,0,0,1,Credit card (automatic),30.73,912.26,1
C104126,Male,0,0,0,1,Month-to-month,DSL,0,0,1,0,1,1,1,1,Bank transfer (automatic),64.18,87.39,1
C104127,Female,0,1,0,2,One year,Fiber optic,1,0,0,1,0,0,0,1,Mailed check,72.73,188.84,0
C104128,Male,0,0,0,18,Month-to-month,DSL,1,0,0,0,0,0,0,1,Electronic check,56.34,1029.6,0
C104129,Male,1,1,0,4,Two year,DSL,1,1,1,0,0,1,0,1,Bank transfer (automatic),70.99,275.59,1
C104130,Male,0,1,0,6,Month-to-month,Fiber optic,1,0,0,0,0,1,0,1,Mailed check,63.99,368.66,1
C104131,Male,0,0,0,30,Month-to-month,Fiber optic,0,0,1,0,1,0,1,1,Electronic check,66.49,1979.3,0
C104132,Female,0,0,1,72,Month-to-month,None,1,0,0,0,0,0,0,1,Bank transfer (automatic),21.31,1546.97,0
C104133,Male,0,1,0,1,Two year,DSL,1,0,1,1,1,0,1,1,Electronic check,65.41,125.36,0
C104134,Male,0,1,1,0,Two year,Fiber optic,0,0,0,0,1,0,1,1,Credit card (automatic),73.33,0.0,0
C104135,Female,0,1,0,3,Month-to-month,DSL,1,1,0,0,0,1,0,1,Credit card (automatic),63.49,171.84,0
C104136,Male,0,1,0,5,Month-to-month,DSL,0,0,1,1,0,0,0,1,Electronic check,53.97,345.24,1
C104137,Male,1,1,0,40,One year,DSL,1,0,1,1,0,0,0,1,Electronic check,52.32,2028.34,0
C104138,Male,0,1,0,24,Two year,Fiber optic,1,0,0,0,0,0,0,1,Electronic check,63.97,1557.54,0
C104139,Male,0,1,0,4,One year,Fiber optic,1,0,1,0,1,0,1,1,Credit card (automatic),83.99,200.89,0
C104140,Female,0,0,0,8,Month-to-month,DSL,1,0,0,0,0,0,0,1,Electronic check,44.96,335.72,0
C104141,Male,0,1,0,72,One year,DSL,1,1,0,0,0,0,1,1,Electronic check,60.88,4337.78,0
C104142,Female,0,1,0,34,Two year,Fiber optic,1,0,0,0,0,0,0,1,Bank transfer (automatic),69.73,2427.04,0
C104143,Female,0,0,1,5,Month-to-month,None,1,1,0,0,0,0,0,1,Electronic check,40.01,141.71,0
C104144,Female,0,0,0,8,Month-to-month,DSL,1,1,0,0,1,1,1,1,Electronic check,75.64,549.63,0
C104145,Female,0,0,1,1,Month-to-month,Fiber optic,1,1,1,0,1,1,0,1,Bank transfer (automatic),85.8,41.64,0
C104146,Female,0,0,0,25,Month-to-month,Fiber optic,1,1,1,1,1,1,1,0,Mailed check,97.55,2412.2,0
C104147,Male,0,1,0,6,One year,Fiber optic,1,0,0,0,0,0,1,0,Mailed check,66.42,376.8,0
C104148,Female,0,0,0,29,Month-to-month,DSL,1,0,1,0,1,0,1,1,Electronic check,75.39,2156.81,0
C104149,Female,0,1,1,4,Month-to-month,None,1,0,0,0,0,0,0,0,Mailed check,23.56,108.37,1
C104150,Female,0,0,0,0,Month-to-month,Fiber optic,1,0,0,0,1,1,0,0,Mailed check,82.48,0.0,0
C104151,Male,0,1,0,15,Two year,Fiber optic,1,0,0,1,1,0,1,0,Mailed check,70.37,1077.65,0
C104152,Female,0,1,1,10,Two year,None,1,1,0,0,0,0,0,0,Credit card (automatic),33.63,298.13,0
C104153,Female,0,1,1,29,Month-to-month,None,1,0,0,0,0,0,0,1,Electronic check,31.89,819.42,1
C104154,Male,0,1,1,7,One year,Fiber optic,1,1,0,0,0,0,0,1,Mailed check,66.35,456.23,0
C104155,Female,0,0,1,15,Month-to-month,None,1,0,0,0,0,0,0,0,Credit card (automatic),22.48,359.71,1
C104156,Male,1,1,0,18,Two year,DSL,1,0,0,1,0,1,0,1,Electronic check,56.87,975.71,0
C104157,Female,0,1,1,4,One year,Fiber optic,1,0,0,0,0,1,0,0,Credit card (automatic),70.75,287.09,0
C104158,Female,0,0,0,72,Month-to-month,DSL,1,0,0,1,0,1,0,1,Mailed check,61.83,4427.33,0
C104159,Female,0,1,1,46,Two year,None,1,0,0,0,0,0,0,1,Electronic check,29.39,1322.5,0
C104160,Male,0,0,0,4,Month-to-month,Fiber optic,1,1,0,0,0,0,0,1,Electronic check,70.62,312.29,0
C104161,Female,0,1,0,5,One year,DSL,1,1,0,1,1,0,0,1,Electronic check,64.66,355.22,0
C104162,Male,1,0,0,37,Month-to-month,Fiber optic,1,0,0,1,0,0,0,0,Credit card (automatic),72.35,2619.0,0
C104163,Female,0,1,1,8,One year,Fiber optic,1,0,1,0,1,0,0,1,Credit card (automatic),71.69,524.02,1
C104164,Male,0,0,0,2,Month-to-month,Fiber optic,0,0,0,1,0,0,0,0,Mailed check,60.7,156.63,1
C104165,Female,0,0,1,26,Month-to-month,Fiber optic,1,0,1,1,0,1,0,1,Electronic check,75.12,1899.34,0
C104166,Female,0,1,0,23,Month-to-month,DSL,1,0,0,0,1,0,0,0,Mailed check,45.95,1010.96,0
C104167,Female,0,1,0,11,Two year,DSL,1,1,0,1,0,0,1,1,Mailed check,63.67,685.34,1
C104168,Male,0,0,0,72,Month-to-month,Fiber optic,1,0,1,0,1,1,0,1,Electronic check,96.53,6919.45,0
C104169,Female,0,1,0,6,One year,Fiber optic,1,0,0,0,1,0,0,1,Electronic check,68.93,387.14,0
C104170,Male,1,1,0,22,Month-to-month,Fiber optic,1,1,0,1,0,0,0,1,Electronic check,78.2,1706.49,0
C104171,Male,0,1,1,35,Two year,None,1,0,0,0,0,0,0,1,Electronic check,35.93,1245.28,0
C104172,Male,1,0,0,8,Month-to-month,Fiber optic,1,0,0,0,1,0,0,1,Bank transfer (automatic),67.44,549.69,0
C104173,Female,0,1,0,3,One year,Fiber optic,1,0,0,1,0,0,0,1,Electronic check,76.43,233.34,0
C104174,Male,0,1,0,38,Two year,Fiber optic,1,1,0,0,0,0,1,1,Electronic check,79.48,3106.15,0
C104175,Male,0,0,1,36,Month-to-month,None,1,0,0,0,0,0,0,1,Electronic check,35.46,1307.3,1
C104176,Male,0,0,0,6,Month-to-month,Fiber optic,1,0,0,0,1,0,0,1,Bank transfer (automatic),69.98,415.93,1
C104177,Male,1,1,1,25,Two year,None,1,0,0,0,0,0,0,0,Bank transfer (automatic),31.26,863.51,0
C104178,Male,0,0,0,0,Month-to-month,DSL,1,0,1,0,0,1,0,1,Electronic check,69.13,0.0,1
C104179,Male,1,0,1,8,Month-to-month,Fiber optic,1,1,1,0,1,0,0,1,Credit card (automatic),76.56,708.53,1
C104180,Male,0,0,0,10,Month-to-month,DSL,1,0,0,0,1,1,1,0,Bank transfer (automatic),69.66,824.31,0
C104181,Female,0,1,1,29,Two year,Fiber optic,1,0,1,1,0,1,1,1,Electronic check,88.48,2609.09,1
C104182,Male,0,1,1,2,Two year,None,1,1,0,0,0,0,0,1,Electronic check,35.7,63.65,0
C104183,Female,0,1,1,25,One year,None,1,0,0,0,0,0,0,1,Credit card (automatic),33.51,886.07,1
C104184,Male,1,1,0,1,One year,DSL,1,0,1,0,0,0,1,1,Mailed check,63.7,124.76,0
C104185,Male,0,0,1,14,Month-to-month,None,1,1,0,0,0,0,0,1,Electronic check,34.71,438.74,0
C104186,Female,0,0,0,4,Month-to-month,DSL,1,1,0,1,0,0,1,1,Mailed check,74.49,337.81,0
C104187,Female,0,0,0,2,Month-to-month,Fiber optic,0,0,1,0,1,1,0,1,Electronic check,73.02,134.56,0
C104188,Female,0,0,0,14,Month-to-month,Fiber optic,1,0,0,1,1,1,1,1,Bank transfer (automatic),83.9,1133.67,1
C104189,Female,0,0,0,5,Month-to-month,Fiber optic,1,0,0,1,0,1,1,1,Bank transfer (automatic),83.14,431.89,0
C104190,Female,0,1,0,21,One year,DSL,1,1,0,1,1,0,1,1,Credit card (automatic),70.12,1476.92,0
C104191,Male,0,0,0,10,Month-to-month,Fiber optic,1,1,0,0,0,0,0,1,Bank transfer (automatic),67.33,606.12,0
C104192,Male,0,0,0,8,Month-to-month,Fiber optic,1,0,1,0,0,0,0,1,Bank transfer (automatic),67.85,612.97,0
C104193,Male,0,0,0,5,Month-to-month,Fiber optic,0,0,1,0,0,1,0,1,Electronic check,66.51,342.12,0
C104194,Female,0,0,0,13,Month-to-month,Fiber optic,1,0,1,0,0,0,0,0,Credit card (automatic),72.59,985.38,0
C104195,Male,0,0,1,2,Month-to-month,Fiber optic,1,0,1,1,1,1,1,1,Electronic check,86.41,219.36,1
C104196,Female,0,0,0,0,Month-to-month,Fiber optic,1,1,0,0,0,1,1,1,Electronic check,86.92,0.0,1
C104197,Male,1,0,0,0,Month-to-month,DSL,1,0,0,0,0,1,1,0,Credit card (automatic),63.04,109.34,1
C104198,Female,0,1,0,23,Month-to-month,Fiber optic,1,0,1,0,0,0,1,1,Credit card (automatic),71.63,1752.83,0
C104199,Female,0,1,1,35,One year,Fiber optic,1,0,1,0,1,0,1,0,Mailed check,83.65,2880.09,1
C104200,Female,0,1,0,25,Two year,DSL,1,1,1,0,0,1,1,0,Mailed check,75.62,1893.05,0
C104201,Male,0,1,0,4,One year,DSL,1,1,1,1,0,0,1,1,Electronic check,73.93,306.49,1
C104202,Female,0,1,1,1,One year,None,1,1,0,0,0,0,0,1,Bank transfer (automatic),40.6,9.56,0
C104203,Male,0,1,1,3,Two year,None,1,0,0,0,0,0,0,1,Electronic check,39.23,99.76,0
C104204,Male,0,1,0,8,Month-to-month,Fiber optic,0,0,0,1,0,0,1,1,Electronic check,66.48,652.76,1
C104205,Male,0,1,1,21,One year,Fiber optic,1,0,0,1,1,0,0,0,Mailed check,71.72,1482.89,1
C104206,Female,0,0,1,43,Month-to-month,None,0,0,0,0,0,0,0,1,Credit card (automatic),19.48,935.62,0
C104207,Female,0,0,0,40,Month-to-month,Fiber optic,0,0,1,1,0,1,1,1,Credit card (automatic),76.32,3114.93,1
C104208,Female,0,0,0,14,Month-to-month,DSL,0,0,0,0,0,1,0,0,Credit card (automatic),44.35,645.05,1
C104209,Female,0,0,0,3,Month-to-month,Fiber optic,1,1,1,0,0,1,0,1,Bank transfer (automatic),82.18,314.47,1
C104210,Male,0,1,1,8,One year,None,1,0,0,0,0,0,0,1,Electronic check,22.45,227.02,0
C104211,Female,0,0,0,23,Month-to-month,Fiber optic,1,0,0,1,0,1,1,1,Electronic check,87.28,2039.09,1
C104212,Female,0,1,0,2,One year,DSL,0,0,0,1,0,0,1,1,Mailed check,52.88,159.0,0
C104213,Female,0,1,1,23,Two year,None,1,0,0,0,0,0,0,1,Electronic check,37.68,843.61,0
C104214,Male,0,1,1,27,Month-to-month,Fiber optic,1,1,0,1,0,0,1,1,Bank transfer (automatic),76.8,2065.84,0
C104215,Female,0,0,0,27,Month-to-month,Fiber optic,1,0,0,1,0,1,1,1,Electronic check,90.28,2370.02,0
C104216,Male,0,0,1,9,Month-to-month,None,1,0,0,0,0,0,0,1,Credit card (automatic),34.84,352.61,1
C104217,Female,0,0,1,23,Month-to-month,Fiber optic,1,0,0,0,0,0,0,1,Electronic check,60.35,1358.72,1
C104218,Male,1,1,1,10,Two year,None,1,1,0,0,0,0,0,1,Electronic check,29.64,224.41,0
C104219,Male,0,1,1,64,One year,None,1,0,0,0,0,0,0,0,Bank transfer (automatic),31.78,2066.2,0
C104220,Female,0,1,0,25,One year,DSL,1,1,1,0,1,0,0,1,Mailed check,67.02,1664.3,0
C104221,Female,0,1,1,7,Month-to-month,Fiber optic,1,0,0,0,0,0,1,1,Electronic check,76.04,616.97,1
C104222,Female,0,1,0,32,One year,Fiber optic,1,0,0,1,0,0,0,1,Bank transfer (automatic),65.96,2157.02,0
C104223,Female,0,1,1,28,One year,None,1,1,0,0,0,0,0,1,Mailed check,47.1,1390.63,1
C104224,Female,0,0,1,12,Month-to-month,None,0,0,0,0,0,0,0,1,Electronic check,15.0,178.31,0
C104225,Male,1,0,1,21,Month-to-month,None,1,0,0,0,0,0,0,0,Mailed check,35.95,772.69,1
C104226,Male,0,0,1,6,Month-to-month,Fiber optic,1,1,1,1,1,1,1,0,Credit card (automatic),88.42,580.8,0
C104227,Female,0,1,1,35,Month-to-month,Fiber optic,1,0,0,0,0,1,1,1,Electronic check,75.19,2510.32,1
C104228,Male,0,1,0,20,Two year,DSL,1,0,0,0,0,1,0,0,Mailed check,61.53,1153.99,0
C104229,Female,0,1,0,4,One year,Fiber optic,1,0,0,1,0,0,0,1,Electronic check,77.85,310.3,1
C104230,Male,1,1,0,19,Month-to-month,DSL,1,0,1,0,0,0,0,0,Mailed check,60.71,1071.26,0
C104231,Female,0,1,1,11,Two year,None,1,1,0,0,0,0,0,0,Credit card (automatic),34.3,339.18,0
C104232,Male,0,0,0,35,Month-to-month,Fiber optic,1,0,0,0,0,1,0,1,Electronic check,66.34,2353.78,1
C104233,Male,0,0,0,11,Month-to-month,Fiber optic,1,1,1,1,0,0,0,0,Credit card (automatic),85.47,960.29,1
C104234,Female,0,1,0,10,Two year,DSL,1,0,0,1,0,0,0,1,Credit card (automatic),53.23,568.74,0
C104235,Female,0,1,0,39,Two year,Fiber optic,0,0,0,0,1,1,1,1,Electronic check,80.36,3081.17,0
C104236,Female,0,1,0,3,One year,Fiber optic,1,0,1,1,0,1,1,0,Bank transfer (automatic),93.84,328.78,0
C104237,Male,1,0,1,26,Month-to-month,None,1,1,0,0,0,0,0,0,Credit card (automatic),37.76,943.38,0
C104238,Male,0,1,1,47,Two year,None,1,0,0,0,0,0,0,0,Credit card (automatic),26.07,1255.9,0
C104239,Male,0,1,0,11,One year,Fiber optic,1,0,0,1,1,0,1,1,Bank transfer (automatic),76.37,877.82,0
C104240,Male,0,1,1,22,One year,None,1,0,0,0,0,0,0,1,Electronic check,33.14,837.6,0
C104241,Male,0,0,0,2,Month-to-month,DSL,1,0,0,1,0,0,1,1,Electronic check,61.93,213.04,0
C104242,Female,0,1,0,27,Month-to-month,DSL,1,0,1,0,1,0,0,1,Electronic check,68.6,1890.22,1
C104243,Male,0,1,0,10,Two year,Fiber optic,1,1,1,1,0,1,0,1,Bank transfer (automatic),89.25,878.77,0
C104244,Male,0,1,1,53,Two year,Fiber optic,1,0,1,1,0,0,1,1,Electronic check,83.83,4452.52,0
C104245,Female,0,1,0,24,One year,DSL,1,0,1,0,0,1,0,0,Bank transfer (automatic),69.96,1700.32,0
C104246,Male,1,1,0,19,Month-to-month,DSL,1,0,1,1,1,0,0,1,Bank transfer (automatic),60.03,1112.56,1
C104247,Female,0,1,0,51,One year,Fiber optic,0,0,0,0,0,0,0,1,Electronic check,57.84,2985.61,0
C104248,Female,0,1,0,16,Month-to-month,DSL,1,1,1,1,1,1,1,1,Credit card (automatic),77.97,1288.32,0
C104249,Male,0,0,0,15,Month-to-month,Fiber optic,1,1,0,0,1,1,0,1,Electronic check,85.73,1326.73,0
C104250,Female,0,0,0,18,Month-to-month,Fiber optic,1,1,0,1,1,1,0,1,Electronic check,93.16,1623.85,0
C104251,Female,0,0,1,8,Month-to-month,None,1,1,0,0,0,0,0,0,Credit card (automatic),36.21,290.06,1
C104252,Female,0,1,0,5,One year,DSL,1,1,0,0,0,1,0,1,Electronic check,53.83,319.2,0
C104253,Male,0,0,0,13,Month-to-month,DSL,1,0,0,1,0,1,0,1,Electronic check,66.33,902.42,0
C104254,Male,0,0,0,10,Month-to-month,DSL,1,0,1,1,1,1,0,0,Credit card (automatic),77.83,772.19,1
C104255,Female,0,1,0,0,Two year,DSL,1,1,1,1,0,0,1,1,Credit card (automatic),67.56,0.0,0
C104256,Female,0,1,1,20,One year,Fiber optic,1,1,0,0,1,1,0,0,Credit card (automatic),77.93,1539.97,0
C104257,Female,0,0,0,3,Month-to-month,Fiber optic,1,1,0,1,0,0,1,1,Electronic check,86.18,289.9,1
C104258,Male,1,0,0,12,Month-to-month,DSL,0,0,0,0,0,1,1,1,Electronic check,49.66,515.59,1
C104259,Female,0,1,1,31,One year,None,1,0,0,0,0,0,0,1,Electronic check,24.7,719.35,1
C104260,Male,1,0,1,32,Month-to-month,Fiber optic,1,1,0,0,1,0,0,1,Electronic check,69.78,2205.69,0
C104261,Male,1,1,0,7,Month-to-month,DSL,1,1,1,0,0,0,0,0,Credit card (automatic),58.04,435.38,0
C104262,Female,0,1,0,5,Month-to-month,DSL,1,1,0,1,0,0,0,1,Electronic check,63.02,389.04,0
C104263,Male,0,0,1,10,Month-to-month,None,1,1,0,0,0,0,0,0,Bank transfer (automatic),36.08,380.57,0
C104264,Male,0,1,0,25,One year,Fiber optic,1,0,0,0,0,0,0,1,Electronic check,70.06,1693.44,1
C104265,Male,0,0,1,5,Month-to-month,None,1,1,0,0,0,0,0,0,Mailed check,38.15,181.02,1
C104266,Female,0,1,0,6,Month-to-month,DSL,1,0,1,0,0,1,0,1,Electronic check,69.04,368.4,0
C104267,Male,0,0,1,5,Month-to-month,Fiber optic,1,0,1,0,0,0,0,1,Electronic check,75.54,365.65,1
C104268,Male,0,0,0,31,Month-to-month,DSL,1,1,1,1,1,0,1,1,Electronic check,69.75,2116.66,0
C104269,Male,0,0,0,2,Month-to-month,DSL,1,1,0,0,0,0,1,0,Credit card (automatic),60.56,103.32,0
C104270,Male,1,1,1,3,Two year,Fiber optic,1,1,0,0,0,0,0,0,Bank transfer (automatic),76.68,189.05,1
C104271,Female,0,0,1,17,Month-to-month,Fiber optic,1,0,0,0,0,0,0,1,Bank transfer (automatic),67.32,1247.33,0
C104272,Male,0,0,0,31,Month-to-month,DSL,1,0,0,0,0,0,1,1,Electronic check,54.66,1715.37,0
C104273,Male,1,0,0,42,Month-to-month,DSL,1,0,0,1,0,1,1,0,Bank transfer (automatic),66.42,2746.43,1
C104274,Female,0,1,1,3,One year,Fiber optic,1,1,1,0,0,0,0,0,Bank transfer (automatic),79.63,237.28,1
C104275,Female,0,0,0,6,Month-to-month,DSL,1,1,0,1,0,1,1,0,Mailed check,71.44,517.12,1
C104276,Female,0,1,0,58,Two year,DSL,1,0,0,0,1,0,1,1,Bank transfer (automatic),66.95,3927.02,0
C104277,Male,1,1,0,3,One year,DSL,1,0,0,1,1,1,0,0,Credit card (automatic),64.23,185.02,0
C104278,Female,0,1,0,72,Month-to-month,DSL,1,1,0,0,0,0,1,1,Credit card (automatic),69.69,4990.43,0
C104279,Male,0,1,1,5,One year,None,1,0,0,0,0,0,0,1,Credit card (automatic),36.08,197.3,0
C104280,Female,0,0,0,35,Month-to-month,DSL,1,0,1,0,1,0,1,0,Mailed check,63.38,2192.53,1
C104281,Female,0,1,0,25,Two year,Fiber optic,0,0,0,0,0,1,1,1,Electronic check,73.08,1885.4,0
C104282,Male,0,1,0,42,Two year,Fiber optic,1,0,1,0,1,0,0,1,Electronic check,67.33,2955.61,0
C104283,Female,0,0,0,9,Month-to-month,DSL,1,0,1,1,0,0,1,1,Electronic check,66.46,608.19,1
C104284,Male,1,1,0,2,One year,Fiber optic,1,1,0,0,1,1,1,1,Electronic check,88.06,181.98,0
C104285,Female,0,0,0,47,Month-to-month,DSL,0,0,0,0,0,1,1,1,Electronic check,45.62,2085.83,1
C104286,Male,1,1,1,0,Month-to-month,None,1,0,0,0,0,0,0,1,Bank transfer (automatic),21.27,78.55,1
C104287,Female,0,1,1,2,One year,Fiber optic,1,1,1,1,0,0,0,0,Mailed check,85.06,198.53,1
C104288,Male,1,1,1,5,Two year,Fiber optic,1,0,1,0,0,0,1,0,Bank transfer (automatic),76.86,298.99,0
C104289,Male,0,0,0,26,Month-to-month,Fiber optic,1,1,0,1,0,0,1,1,Credit card (automatic),81.82,2146.09,0
C104290,Female,0,1,1,9,One year,None,1,0,0,0,0,0,0,1,Electronic check,28.56,257.43,1
C104291,Female,0,1,0,11,One year,Fiber optic,1,0,1,0,0,1,1,1,Electronic check,90.34,1002.0,0
C104292,Female,0,0,0,6,Month-to-month,Fiber optic,1,0,0,1,0,0,0,0,Bank transfer (automatic),61.52,349.97,0
C104293,Male,0,1,0,10,One year,DSL,0,0,0,0,0,0,0,1,Mailed check,44.23,449.0,0
C104294,Male,0,1,0,6,One year,DSL,1,1,1,0,0,0,0,1,Mailed check,69.9,366.92,0
